text,label
LIBERALS BELIEVE: “OBAMA TOO BRILLIANT FOR REPUBLICANS”…THIS Is Why The Dems Lost The Election. Which brings me to President Obama.,FAKE
"“MEATHEAD” ROB REINER Calls For ‘ALL OUT WAR’ Against Trump…Twitter User Warns “Hollywood Folks” To Be Careful…They Might Just Get A War. Writing on Twitter Sunday, the All in the Family star mentioned a Fox News report about the Trump campaign s alleged collusion with Russia during the 2016 electio",FAKE
"Kuwait Catches Trump In MAJOR Lie But He Refuses To Back Down. Since Donald Trump enacted the travel ban from seven majority Muslim countries last week, he s spent most of his time on the defensive.",FAKE
REPORTER TO CLINTON: ‘So you still blame others more than yourself for loss?’ [VIDEO]. British TV journalist Matt Frei asked Hillary Clinton if she s still blaming other more than herself in an interview Friday: Your dynastic appeal or perhaps it was the opposite: The fact that you were called Clint,FAKE
"Melania Trump Dedicates Garden At Children’s Hospital…Bitter Lefties Throw Out Nasty Comments. It was like garden and guns today for the President and First Lady President Trump spoke at the National Rifle Association convention in Atlanta, Georgia:Our First Lady dedicated a new garden for patients ",FAKE
"BOOM! BRONCOS PLAYER Has Message For Fellow NFL Players Disrespecting Our Flag: “We Live In The Greatest Country On Earth”…If You Don’t Like It Here…”Why Do You Stay?”. He clarified that protesting in the United States is a right, but he also challenged the players taking a knee: If there s somewher",FAKE
"Americans TORCH Hypocrite GOP Lawmaker For Using Affordable Care Act To Get Major Surgery Before Leaving Office. Donald Trump and the Republican Congress are busy trying to shred healthcare for the rest of us, but one Republican lawmaker is using Obamacare to get major surgery before he leaves offic",FAKE
"EXPLAINED: The West’s NGO ‘Human Rights’ Scam. Just look around the world and throughout recent history, and you will find a number of compelling cases where western-backed NGOs have frequently acted as enablers for the military interventions, sanctions and economic blockades that followed.",FAKE
MICHIGAN CONTROVERSY OVER GUN DEPICTED IN VETERANS’ MEMORIAL: “We didn’t win the war by throwing sticks and stones.”. This is political correctness out of control!,FAKE
"WATCH: Joy Reid HAMMERS Republicans For Wasting Taxpayer Money To Pay For Trump’s Wall. Republicans are lying when they claim to be  fiscally conservative,  and Donald Trump s wall proves it.",FAKE
"WATCH: It Just Hit A Trump Supporter That Repealing Obamacare Will Destroy His Life. While on the campaign trail, Donald Trump, a former reality show star, repeatedly promised to repeal Obamacare and his supporters cheered him on.",FAKE
"HILLARY SUPPORTER SAYS MURDERS WILL HAPPEN At Anti-Trump Riots: “There Will Be Casualties On Both Sides….People Have To Die To Make A Change…” [VIDEO]. Keep in mind, a group funded by one of Hillary and Barack Obama s largest campaign contributors globalist, George Soros is advertising to pay people",FAKE
WATCH: Trump Surrogate Tries To Defend Trump Sacrifice Interview And Fails Hard. It s a trap!,FAKE
Obama Throws Gasoline On Black Terrorists War On Cops: “The Moment Is Here”. If a black man is elected president in a country comprised of mostly white citizens is he still considered a  victim?,FAKE
NATIONAL BORDER PATROL UNION Gives First Time Ever Endorsement: “You Can Judge a Man By His Opponents”. Our most pressing issue is border control and terrorism.,FAKE
"Trump Wets His Pants Over Bob Corker Again, Corker Alerts The White House Daycare Staff. Every time Donald Trump lashes out at Tennessee Senator Bob Corker, he gets his ass handed to him.",FAKE
"Maine GOP Governor’s Statement On Drug Overdoses Proves ‘Pro-Life Republicans’ Don’t Exist. If I were to tell you that Republicans simply hate regular American citizens, that wouldn t be news.",FAKE
"WATCH: NBC’S CHUCK TODD Attempts To “Normalize” ANTIFA TERROR GROUP…Interviews DARTMOUTH PROFESSOR Who Claims Violence Against Trump Supporters Is “Self-Defense” and “Ethical”. Here is an excerpt from their coverage of Todd s interview:After decades of relative obscurity, the fringe  antifa  movemen",FAKE
"Patton Oswalt OBLITERATES Trump For His Reckless PTSD Comments, And It’s Masterful (TWEET). Speaking to a bunch of his merry morons on Monday, Donald Trump decided to say that veterans who have post-traumatic stress after war commit suicide because they just can t handle it.",FAKE
WATCH PRESIDENT TRUMP’S MOST SAVAGE MOMENTS….Plus Our Favorite! [Video]. Here s a compilation of President Trump s most savage moments and we mean that in the best possible way!,FAKE
"Disgraced Conservative Former Soldier Sees Imaginary War Against July 4th. Today is July 4th, otherwise known as America s Independence Day.",FAKE
HOLLYWOOD RACE WAR HEATS UP: Full Metal Jacket Actor SHUTS DOWN Race-Baiting Hotel Rwanda Star. Nice job Adam Baldwin.,FAKE
Billionaire ‘Bilderberger’ David Rockefeller dead at 101. The Trilateral Commission is international and is intended to be the vehicle for multinational consolidation of the commercial and banking interests by seizing control of the political government of the United States.,FAKE
"Sarah Palin Celebrates After White Man Who Pulled Gun On Black Protesters Goes Unpunished (VIDEO). Sarah Palin, one of the nigh-innumerable  deplorables  in Donald Trump s  basket,  almost outdid herself in terms of horribleness on Friday.",FAKE
Fox News Humiliates Mitt Romney For Flip-Flopping On Donald Trump (VIDEO). Mitt Romney looked like a defeated man too embarrassed to admit that the rise of Donald Trump is partly his fault.,FAKE
"[VIDEO] OUR RACIST PRESIDENT INVITES MUSLIMS To Join Blacks In Victim Pool While Celebrating Ramadan at White House. As Americans we insist that no one should be targeted because of who they are, what they look like, who they love, what they worship.",FAKE
is donald trump autistic. yet another proof of wrong touchscreen calibration page  now i dont agree with their claim about such equipment not needing a calibration  touchscreen devices need it but this really had to be done on purpose to favor one side and not the other coincidence you say if someon,FAKE
"Donald Trump Promotes Shooting Muslims With Bullets Dipped In Pig’s Blood, Gets An Ovation (VIDEO). During a rally in California, GOP presidential frontrunner Donald Trump praised a bogus historical incident where Muslims were shot by bullets dipped in pig s blood   to rapturous applause.",FAKE
"TAKE A NUMBER, YOU’RE GONNA BE HERE A WHILE…Remember When Barack Promised Number Of Emergency Room Visits Would Decrease With Obamacare?. Add another lie to an exhaustive list of Obama lies Emergency-room visits continue to rise in the second year of Obamacare, the Wall Street Journal reports.",FAKE
Bundy Terrorists Claim God Told Them To Act Like Toddlers And Take Over Wildlife Refuge. Ammon Bundy and his wayward crew of temper tantrum-throwing white guys with guns are now claiming that God talked to them and told them to seize the federal wildlife refuge.,FAKE
OBAMA’S COMMUNIST ENVIRONMENTAL ARM Tells Kids How To Reduce Their “Carbon Footprint” This Christmas. Our children don t need the EPA to tell them how to celebrate Bah Humbug!,FAKE
Governor Jerry Brown Just Made It Possible For Illegal Aliens To Vote…Coming To A State Near You?. Liberal California Governor Jerry Brown just signed the Motor Voter Act allowing non-citizens to be registered to vote.,FAKE
RNC Is Preparing To Dump Trump Unless He Cleans Up His Act. Donald Trump may soon be facing the November election completely alone.,FAKE
Trump Goes On Insane Rant About Female News Anchor Bleeding; Here’s Her Response (TWEETS). It can easily be said that there is a madman who has been allowed to take residence in the White House.,FAKE
Angry Constituents Shame Republican By Turning Their Backs On Him During Town Hall. Republicans should be ashamed of themselves and that s the exact message one GOP lawmaker clearly received during a town hall in Louisiana.,FAKE
[VIDEO] AMERICAN VET DIES FIGHTING ISIS: Couldn’t Sit Back And Watch Iraq Being Taken Over By ISIS After His “Brothers Shed Their Blood” To Make Iraq “Free Democracy”. Keith Broomfield won t likely receive any recognition from the White House for his brave and selfless decision to stand side by side,FAKE
Two More Stores Drop Trump’s Merchandise; They Know He’s Toxic. There s a good chance that you haven t been inside either a Kmart or a Sears in decades.,FAKE
dr duke lauds white hero richard spencer the npi and the true alt right. the great wall streetwashington con job part  of the recovery which didnt happen by david stockman   during the last few days we have been debunking the notion that imperial washingtons massive monetary and fiscal stimulus caus,FAKE
Ted Cruz Refuses To Meet With TX Muslims Because He’s A Complete Jerk (AUDIO). Ted Cruz just keeps proving that he does not legitimately want to be president at every chance he gets.,FAKE
WATCH: Black Panelists SHUT DOWN Trump Fan For Saying Trump Is A Civil Rights Leader (VIDEO). Donald Trump s efforts to reach out to voters of color has been going about as terrible as one might expect it to go.,FAKE
CHAOS BREAKS OUT AFTER ILLEGAL ALIEN TOWNHALL SHUTS DOWN: Antifa Thug Arrested and Unmasked [Video]. Chaos broke out after legal Americans and illegal aliens clashed at a town hall in California:The Los Angeles Times put their spin on what happened to make it seem as though  Trump supporters  were t,FAKE
"HILARIOUS! LIBERALS STUNNED When Republican Guest Won’t Play Race-Baiting Game With MSNBC Host…Cuts Off Interview [VIDEO]. On Saturday, MSNBC s Joy Reid repeatedly attempted to race-bait former Republican congressman J.",FAKE
EPIC RESPONSE AFTER THE BOSTON GLOBE Runs Fake Cover Bashing Trump…THIS IS GREAT!. THE BOSTON GLOBE ran a Sunday edition with a fake cover slamming Donald Trump for his desire to secure our border with Mexico.,FAKE
"JUST IN: BADASS GENERAL JOHN KELLY Shoved Chinese Security Official’s Hand Off US Military Aide Carrying Nuclear Football During Trump Meeting In Beijing. Just one more reminder of why President Trump chose the no-nonsense General John Kelly to be his chief of staff On Thursday, Nov.",FAKE
Jake Tapper Burns Trump With Bill Maher: He Is ‘Empirically Indecent’ (VIDEO). A lot about America has changed since the rise of Donald Trump.,FAKE
CHILDISH CNN HOST Refuses To Call Trump Her President: “He’s YOUR President” [Video]. Low blow!,FAKE
BOOM! BRILLIANT ANDREW MCCARTHY Totally Destroys Any Case Against Trump [Video]. Andrew McCarthy is just awesome!,FAKE
"OHIO COLLEGE PROFESSOR Makes Threatening Post To Facebook: “Bunch of us anti-gun types are going to have to arm ourselves, storm the NRA headquarters in Fairfax, VA…make sure there are no survivors”. James Pearce, an anti-gun adjunct professor at Southern State Community College in Ohio, made an out",FAKE
Trump Rally Nearly Turns Into A Full-Blown Race War In St. Louis (VIDEOS). Tensions ran high outside of a campaign rally for Donald Trump in St.,FAKE
The Cast Of ‘Will & Grace’ Just SHREDDED Trump In HILARIOUS Musical Spoof (VIDEO). By now we ve all heard about or seen the cast of Will & Grace get back together to make sure everyone votes for Hillary Clinton in a reboot of the hit show titled  Vote Honey.,FAKE
"WATCH: Shocking Number Of Swedish Citizens WALK BY GIRL BEING RAPED By “Middle Eastern Man” In Car [VIDEO]. During the Democrats  first debate last month, Bernie Sanders said  we should look to countries like Denmark, like Sweden and Norway, and learn from what they have accomplished for their worki",FAKE
DEMOCRAT MAXINE WATERS GOES OFF THE RAILS: Smears Trump…Calls Jeff Sessions A Throwback To The Days Of Jim Crow [Video]. This Congresswoman has a potty mouth and a bitter attitude towards whites.,FAKE
OBAMA VENUE ONLY HALF FULL for Chicago ‘Summit’…Michelle Bashes Trump and Men as ‘Babies’…. Who is Michelle Obama to speak of men?,FAKE
"NANCY SINATRA Says 5 MILLION “Murderous Members” of the NRA “Should Face A Firing Squad”. Nancy Sinatra sent out an absolutely vile tweet today, that suggested 5 million NRA members should be killed by a firing squad.",FAKE
Trump: We Should Default On Our Debt Because We Can Just ‘Print The Money’. A lot of time people ask the question: why can t we just print more money to get rid of our debt?,FAKE
"Utah’s Oldest Paper DEMANDS Trump Drop Out Of Race In Scathing Must-Read Editorial. As the Deseret News said on Saturday, they haven t endorsed a candidate in 80 years, but they made it clear who shouldn t be president in a damning editorial Trump supporters are going to hate.",FAKE
Study SHATTERS Conservative Claim That Abortion Does Mental Damage To Women. Conservatives are lying when they claim banning abortion is necessary to protect women s mental health.,FAKE
CNN Segment Turns Into A Shouting Match As ‘Apprentice’ Alums Spar Over Trump (VIDEO). To say that Donald Trump is a divisive figure is quite the understatement.,FAKE
"WHERE WAS MEDIA OUTRAGE After This WOMAN DELIBERATELY Plowed Car Into Las Vegas Crowd…Killing One, Injuring 35 Others? [VIDEO]. The media has been giving wall-to-wall coverage of the horrific and violent act that took place in Charlottesville, VA.",FAKE
Right-Wing Extremist Tries To Repeat Oklahoma City Bombing As Nazis Terrorize Charlottesville. It s official.,FAKE
Palin Blames Son’s Domestic Violence Arrest On Obama (VIDEO). Sarah Palin has marked her return to the national stage as part of the Trump campaign with another doozy.,FAKE
"Just 10 Days Before The Orlando Shooting, Pres. Obama Issued A HUGE Warning. Here s what we know about the Orlando shooter: the FBI was watching him very closely because of alleged terrorist sympathies.",FAKE
"Ammon Bundy Arrested, Ryan Bundy And ‘Tarp Man’ Shot After Confrontation With Police (VIDEO). The ammosexual terrorists currently staging an armed occupation in a federal bird sanctuary in Oregon are standing their ground amid reports that Ammon Bundy and three of their compatriots have been arreste",FAKE
musik statt lärm erster laubbläser mit eingebauter trompete vorgestellt mit video. sonntag  november  forscher entdecken abgelegenen regenwaldstamm der noch immer iphone s verwendet são paulo archiv  von der außenwelt isoliert ein internationales forscherteam hat in brasilien einen indiostamm entdec,FAKE
"POCAHONTAS CALLS Trump’s Comments To Dem Senator Gillibrand “Slut-Shaming”…So Why Didn’t She Call Trump’s Comments About Romney During The Campaign “Slut-Shaming”? [VIDEO]. How quickly the Democrats and their allies in the media forget, that when the bear is poked, he fights back.",FAKE
"Lying Liar Behind ‘Baby Parts’ Videos Rejects Plea Deal, Demands Apology (VIDEO). David Daleidan, the ringleader for the deceptively named Center for Medical Progress, is foolishly rejecting a plea deal after being indicted by a Texas grand jury for the illegal activities he took part in to create t",FAKE
McCain Just BRUTALLY Called Out Trump For His Hypocritical Support Of Russia. Donald Trump finally signed the Countering America s Adversaries Through Sanctions Act on Wednesday.,FAKE
Hillary Clinton’s Voodoo Doll Obsession Revealed: ‘Stick them full of pins’. Hillary Clinton has a  thing  for voodoo her new book describes a voodoo moment but she s gone down this path before.,FAKE
"Fox News Fans Found Out Malia Obama Is Going To Harvard, So They Called Her A ‘N*****’ (SCREENSHOTS). If case you have not heard, Malia Obama is once again proving herself to be a smart young woman.",FAKE
"AMERICA’S WORST FEAR: How Our Punishing President Will Harm America In His Final Months If Trump Wins. This nightmare could have all been prevented if America was able to look past their unwarranted white guilt  for one second, and realize they were electing a second rate community agitator, with se",FAKE
Americans BLAST Hypocrite Mitch McConnell For Whining About Democrat Plan To Block Trump’s SCOTUS Noms. Karma is a bitch and Senate Majority Leader Mitch McConnell is learning that the hard way.,FAKE
SHOCKING MIGRANT CLASS WARS: N. African Migrants Attack Chinese Refugees With Knives For Being “Too Rich”…Somali Mob Rages Through Upscale Minnesota Neighborhood…Threaten To “Rape” and “Kidnap” Them [VIDEO]. The streets of Paris have erupted into inter-migrant strife as North African youths have tar,FAKE
"JUDGE JEANINE Delivers EPIC Hillary Slap Down: “I don’t consider myself ‘DEPLORABLE’…but since you started it Hillary, let’s have at it” [VIDEO]. YIKES That s gonna leave a mark!",FAKE
Armed White Thugs Hunt Down Black Teen Until He Collapses And Dies. A 16-year-old is dead after a group of white thugs threatened to gun him down and chased him until he collapsed and died from an asthma attack.,FAKE
"Trump Threatened To Make The 13-Year-Old Girl He Raped Disappear And Kill Her Family: Witness. In case you haven t heard, Donald Trump is due in federal court next month   just after he may be elected President   to answer charges that he raped a 13-year-old girl in 1994 and threatened to harm her a",FAKE
"Would a Hillary Clinton Presidency Mean More Wars?. Special Report: Savvy neocons see Hillary Clinton as their Trojan Horse to be pulled into the White House by Democratic voters, raising the question: would a Clinton-45 presidency mean more wars, asks Robert Parry  Robert Parry Consortium NewsThe D",FAKE
Trump Threatens To ‘Change Libel Laws’ To Sue People Who Criticize Him In Twitter Meltdown. Here s another hole in the leaky ship that is the argument Trump shouldn t be taken  literally  when he makes threats.,FAKE
"HILLARY CHEERLEADER Publication Warns Republicans: DUMP JESUS…Or Become Irrelevant. God family, guns and country these are some of the most important things to the majority of Republicans, yet means very little to leftist Democrats.",FAKE
North Carolina Republicans Lose As Federal Appeals Court Strikes Down Voter Suppression Law. Republican racists in North Carolina just got their asses handed to them by the United States 4th Circuit Court of Appeals.,FAKE
"ISIS SUPPORTER RESPONDS TO KILLING OF TOP ISIS OPERATIVE: “If they took Abu Sayyaf, we will take Obama”. A  JV team  threat Shaken by a daring U.",FAKE
Spot On! Fox Sports Host Calls Out ESPN’s Liberal Agenda After Host Calls Trump a ‘White Supremacist’: ‘They’re alienating their core audience’ [Video]. Tucker Carlson responded to an ESPN anchor calling President Trump  a white supremacist.,FAKE
"Democrats Go On The Attack Against Voter ID Laws. Virginia s Voter ID law is being challenged in court and with the loss of a conservative majority on the Supreme Court, this might just be the first domino to fall, signaling the end of wide-spread voter suppression by Republicans:(Reuters)   A Virgi",FAKE
Former Classmates Slam Ted Cruz: He’s About As Telegenic As An Undertaker. Ted Cruz may have won Iowa but that doesn t make people hate him any less.,FAKE
"WHOA! RAND PAUL, NEWT GINGRICH RIP OBAMA’S National Security Advisor, Benghazi Video Liar, Susan Rice For ABRUPTLY Backing Out Of House Testimony [VIDEO]. Susan Rice will not visit Capitol Hill today for a meeting with the House committee probing allegations she  unmasked  President Trump associates",FAKE
"One Republican Senator Is So Fed Up With Trump He’s Retiring In 2018. Donald Trump has been a thorn in Senator Bob Corker s side for quite some time, but especially since the mess that was The Donald s disgraceful response to the deadly racist violence in Charlottesville, Virginia.",FAKE
Weird: Ted Cruz Fantasizes About Spanking Hillary Clinton (VIDEO). Ted Cruz again showed that his campaign is weirder than previous conservative Republican efforts by publicly fantasizing about spanking former Secretary of State Hillary Clinton.,FAKE
DR. BEN CARSON BRILLIANTLY POINTS OUT FLAWS IN DEFENDERS OF Baby Part Harvesters Argument [VIDEO]. Dr.,FAKE
Even Trey Gowdy Thinks Trump’s Wiretap Conspiracy Is Crazy. Donald Trump is playing a dangerous game by falsely accusing his predecessor of wiretapping his phone lines before the election.,FAKE
"Hillary’s ‘Environmental Justice’ Plan Is The Kind Of Kick Ass Policy We’ve Been Waiting For. On Wednesday, Democratic presidential candidate and front runner Hillary Clinton released a clear and very detailed plan for dealing with the epidemic of lead and toxic waste poisoning that is affecting mil",FAKE
"TRAITOR: GOP Senator Lindsey Graham TRASHES and THREATENS President Trump…Tells Voters He Won’t Back Down On AMNESTY PUSH. Senator Lindsey Graham made a bold announcement the other day when he told his constituents in South Carolina that if they were against amnesty for illegals and outsourcing, to ",FAKE
LIBERAL LUNATIC CHRIS MATTHEWS Scolded By Piers Morgan for Trashing Trump Family [Video]. Who knew former CNN anchor Piers Morgan would criticize MSNBC s Chris Matthews!,FAKE
RIDICULOUS! CHUCK SCHUMER Wants Republicans To Pick Another Supreme Court Nominee [Video]. RIDICULOUS!,FAKE
Marco Rubio’s Attempt To Sweet Talk A Gay Voter In A New Hampshire Bar Ends In Tears (IMAGE). Florida Republican senator and presidential hopeful Marco Rubio has spent much of his political life and campaign making life harder for LGBT people.,FAKE
"Facing Tough Re-Election, Sheriff Joe Says He’s Still Investigating Obama’s Birth Certificate. Even though Donald Trump (sort of) dropped the  birther  issue, there s one pro-Trump surrogate who   in the tightest re-election fight of his life   is still pledging to continue his investigation into Pr",FAKE
BREAKING! #DemExit BERNIE SANDERS LEAVES DEMOCRAT PARTY!. It s over for Hillary It s officially over for the Democrat Party Obama built this!,FAKE
"ABORTION Employees Give GUT-WRENCHING Accounts Of LIVE BABY KILLINGS: “twisting the head off the neck with his own bare hands” [VIDEO]. On this anniversary of Roe VS Wade, it is so important for Americans to understand that just because 43 years ago today, a majority of Supreme Court Justices ruled ",FAKE
WATCH MSNBC “Objective” Host’s Loud Outburst When Latina Guest Says She “Feels At Home” In GOP. Somebody needs to make sure Chris Matthews doesn t miss his meds before the cameras start rolling,FAKE
WATCH: Conservative ‘Christian’ Leader Says Women Should Be Banned From Being Leaders. A prominent conservative  Christian  is calling for women to be prohibited from having any leadership roles in our society whatsoever.,FAKE
WATCH: Anderson Cooper Throws MAJOR Shade At White House Aide Over ‘Fake News’. An interview with CNN anchor Anderson Cooper and Sebastian Gorka Wednesday night went off the rails when the White House deputy assistant started lecturing the host on  fake news.,FAKE
WATCH: Insider Reveals How Trump University Scammed People. A former employee of Donald Trump s Trump University has become the star of a new campaign ad in which he testifies to some of the shady business practices used by the current Republican frontrunner s enterprise.,FAKE
Trump Tells The Dakotas: I Will Make The Drought ‘Go Away’. Amateur president Donald Trump told the drought-stricken Dakotas that he can make the drought  go away  and told attendees during a tax reform speech that they are  better off  than cities flooded by Hurricane Harvey.,FAKE
"GOP Leadership At Fault For Predicted Collapse Of Public Defense System In This State. As Addicting Info reported here, the citizens of Louisiana are facing the harsh consequences of Republican trickle-down economics.",FAKE
Lou Dobbs Blasts Mueller Investigation: ‘What is going on here?’ [Video]. Lou Dobbs has had it with this kangaroo court situation and the Trump Russia Fake News.,FAKE
"FL Crowd Says ‘Amen’ When ‘Christian’ Man Brags About Molesting Children And Getting Away With It (VIDEO). Jacksonville, Florida police are investigating a man after he stood in front of the City Council and told them he spent most of his life molesting children and getting away with it.",FAKE
"The CIA Doesn’t Need To Spy On Free Thinkers, The Private Sector Does It For Free. 21st Century Wire says Here s something quite  Pavlovian  to think about.",FAKE
"The Strange Reason Donald Trump’s Skin Has Gone From Normal To Orange. Generally, it s considered rather unprofessional to comment on someone s looks rather than their actions or words, but it s hard not to notice one very strange and unusual occurrence.",FAKE
"The BRUTAL Truth About Why Kids Love Bernie Sanders. At some point, most of us grow up and realize there s no such thing as  free",FAKE
HOW TO PUT THE SCREWS TO LEFTIST ESPN AND SAVE TONS OF MONEY ON YOUR CABLE BILL IN 3 EASY STEPS. Brilliant just brilliant Remember when Disney s ESPN punished Trump for his remarks about illegal aliens and moved their annual golf outing from Trump s golf course as a  punishment  for his views?,FAKE
USA Today Just Uncovered A Bunch More Trump Lawsuits And The Number Is Mind Blowing. Donald Trump is someone who abuses the judicial system to help enrich himself.,FAKE
"HIPPIE THROWBACK: VIDEO AND PHOTOS Emerge Of Socialist Punk, Bernie Sanders Being Cuffed And Arrested. Pathetic little basement dweller and original Occupier, turned Democrat Party Presidential hopeful.",FAKE
Hillary Clinton Shuts Down GOP Lawmaker Rudely Heckling Her At Town Hall Event (VIDEO). A Republican lawmaker in New Hampshire showed up to one of Hillary Clinton s town hall events in the state on Sunday and apparently thought it would be smart to heckle Mrs.,FAKE
NEW LAW WILL PUNISH MUSLIM Migrants…Assimilate Or Get Out!. Is this common sense law even practical given how many Muslims migrants with ties to terrorism have already embedded themselves in communities across Europe.,FAKE
ARE YOU ONE OF THE 20 U.S. CITIES Targeted For Muslim Refugee Resettlement?. The big wigs of business are all in on the resettlement of Muslim refugees all over America.,FAKE
PRICELESS! RACE BAITER JOHN LEWIS Bombarded With Hecklers During Live MSNBC Interview [Video]. The protesters are breaking all the rules and creating total chaos at every turn during the Dem convention.,FAKE
(VIDEO) BREAKING: WHY OBAMA WAS SNUBBED BY SAUDI AND OTHER ARAB LEADERS IN SECURITY SUMMIT. It s a snub don t believe the pundits on this one.,FAKE
A Pandering Hillary Clinton Breaks Out Her Phony Southern Accent At Memphis Rally [Video]. She s just like one of you Ha!,FAKE
"Two Dozen Cops Across Five California Precincts Had Sex With Teenager (VIDEO). A disturbing sex scandal that rocked the Oakland, California police department has now expanded to several other East Bay Area districts.",FAKE
"trump and his supporters are fighting a rigged system. exclusive dem senators private email hacked dcleaks obtains emails of colorado democratic senator andy kerr mikael thalen  october   comments 
infowars has exclusively learned that the email account of colorado democratic senator andy kerr has b",FAKE
"VALERIE JARRETT CLAIMS OBAMA’S Presidency Was “Scandal-Free”…Here’s A LIST Of Obama’s Top Scandals That Prove She’s Lying [VIDEO]. The president prides himself on the fact that his administration hasn t had a scandal and he hasn t done something to embarrass himself,  Jarrett said in an interview br",FAKE
SENATOR ELIZABETH WARREN Tries To Trash Republicans With Latest Tweet…But It’s What’s Sitting On Her Desk That Has Everyone Laughing. Democrat Senator and fake Indian Elizabeth Warren took to Twitter to criticize the evil Republican s plan to replace Obamacare.,FAKE
"The Winner Of The GOP Debate Is…Bernie Sanders (AGAIN). If a debate is won according to who generates the most buzz, Bernie Sanders has once again kicked Republican ass on twitter.",FAKE
BUSTED: Trump’s Secretary Of State Pick Is A Director Of A Russian Oil Subsidiary. It turns out that Rex Tillerson s ties to Russia are even deeper than previously known.,FAKE
"WATCH: FEMALE CAB DRIVER Entering Mandalay Bay Casino Property Records Video That Appears To Capture Gun Fire From More Than One Location. Cori Langdon, a Las Vegas cab driver recorded her harrowing experience as she entered the Mandalay Bay Casino at about the same time gunshots were first being fi",FAKE
The Supreme Court Delivered A MAJOR Blow To Neil Gorsuch As He Was Testifying. One of the selling points of Donald Trump s Supreme Court nominee Neil Gorsuch is that his decisions are actually so mainstream and widely respected that he s never been overturned.,FAKE
