text,label
Japan's Hayabusa2 probe captures remarkable photo of a two-headed asteroid 62 million miles away. The spacecraft that famously brought asteroid Ryugu samples to Earth in 2020 has flown right by another space rock.,REAL
"Ancient hobbit-like humans may have survived on meat left behind by Komodo dragons. Arguably one of the most curious ancient human relatives is Homo floresiensis, a 3-foot-tall species that lived on the Indonesian island of Flores and has been nicknamed ""hobbit"" for its diminutive stature. Even though they had small brains, scientists had th…",REAL
"Scientists discover a new way to destroy a star, unlike anything they’ve ever seen before - BBC Sky at Night Magazine. Astronomers discover new way of destroying a star. The discovery follows studies of a powerful blast from space known as a gamma ray burst.",REAL
"NASA Just Made A Huge Bet That These 3 Companies Will Get America Back To The Moon Before China. NASA Administrator Jared Isaacman has framed the current moment in stark terms: “We are in a new space race to the lunar surface, and if we fall behind, we may never catch up. If we wake up and see our rival’s taikonauts on the moon before we’re able to retur…",REAL
"Chemists capture structure of the elusive borylnitrene trapped in a crystal using X-ray. Nitrenes are the ghosts of synthetic chemistry, formed in an instant and gone just as quickly, rearranging into something entirely different. These highly reactive intermediates are widely used in synthesis, yet remain notoriously difficult to study because t…",REAL
NASA will have to find a way to service its new alien-hunting space telescope. We could see robots working on NASA's Habitable Worlds Observatory out in space.,REAL
"East side Milwaukee shaped his life. Now, he's making a video game on it.. Rich Altenbach spent hundreds of nights on Milwaukee's east side during his teens and early 20s. Now, he is making a video game based on the area.",REAL
"For the first time, scientists have recovered ancient DNA left behind on cave walls and rock art, opening. Science News: For the first time, scientists have recovered ancient human DNA left behind on cave walls and rock art, opening a new way to study the people who crea.",REAL
Protein discovery could help burn fat without losing muscle. The discovery could lead to a new kind of obesity treatment that doesn't cause muscle loss.,REAL
Scientists Baffled by a Sudden Reversal Deep Inside Earth’s Core. A surprising reversal in molten iron flow beneath the Pacific is giving scientists a sharper view of how Earth’s magnetic field evolves.,REAL
"Carli Lloyd critical of USMNT, Christian Pulisic following World Cup exit. Fox Sports analyst Carli Lloyd didn't pull any punches following the match, saying that it felt like the American side lost before it even began.",REAL
"‘MAGA agenda on display’: FIFA, Trump slammed amid Balogun red card row. Football experts, officials warn of ‘dangerous precedent’ set by FIFA after U-turn on red card for USA forward Balogun.",REAL
Terrion Arnold’s hearing regarding monitoring device was postponed until Friday. A hearing on whether free-agent cornerback Terrion Arnold will be required to wear an ankle monitor while on home confinement pending trial of eight felony charges had been scheduled for Monday.,REAL
Newly named Clemson president opts to stay at Michigan State - WSPA 7NEWS. The man previously announced to be the new president of Clemson University has elected not to come to the university.,REAL
Socialist mayor Katie Wilson silent amid protests over ‘human dumping ground’ ahead of US World Cup match. CID businesses report a major decline in foot traffic during the FIFA World Cup as residents protest Mayor Katie Wilson over crime and drug dealing.,REAL
Keir Starmer helped stop earlier England vs. Mexico kickoff. The outgoing prime minister gave English players a few extra hours to acclimatize to the Mexico City altitute.,REAL
"Spain vs. Portugal Prediction, Odds, Picks For World Cup Match. Check out the odds for the Spain vs. Portugal Round of 16 matchup at the 2026 FIFA World Cup.",REAL
Why Adam Sandler called Nantucket police 48 hours after officiating Taylor Swift and Travis Kelce’s wedding. Adam Sandler called the Nantucket police department 48 hours after he officiated Taylor Swift and Travis Kelce’s wedding for an unexpected reason.,REAL
"‘Big Brother’ announces a change to live feeds for season 28 and cast reveal timing. ‘Big Brother’ announces a change to live feeds for season 28, as well as cast reveal timing via something called ‘Big Brother: Broveal.’",REAL
"Tilly Norwood, AI ‘actor’ denounced by actors union, to star in feature film. Tilly Norwood creator Particle6 Productions said the movie will be a comedy-drama called “Misaligned.”",REAL
"Julia Garner to Star in Apple TV True Crime Series ‘Guilty Creatures’ From Craig Gillespie, Stuart Zicherman. Julia Garner is attached to star in an Apple TV adaptation of the Mikita Brottman true crime book ""Guilty Creatures",REAL
"‘The Odyssey’: Matt Damon, Tom Holland, Zendaya, Anne Hathaway, Robert Pattinson & Travis Scott Hit The Red Carpet For World Premiere In London. ‘The Odyssey’: Crowds Gather For London Premiere With Matt Damon, Tom Holland, Zendaya, Anne Hathaway and Robert Pattinson Due To Hit The Red Carpet",REAL
Jonathan Anderson Reveals New Details About Taylor Swift's Wedding. The Dior creative director shared a few comments about the singer's wedding dress while speaking with WWD at the Dior fall 2026 couture show.,REAL
Prince Harry's UK trip sparks media buzz over whether Meghan and kids will join him. King Charles III’s estranged son is traveling to the land of his birth for a series of charity engagements that begin Tuesday.,REAL
"Virtual Production Has Arrived at Television City. The historic L.A. complex is now housing Orbital Studios, the tech-savvy company that has worked on Netflix’s ‘Nemesis,’ and multiple LED walls.",REAL
"Brooke Shields “Ambushes” ‘South Park’ Creators Over Casa Bonita Working Conditions. The Actors Equity president said she paid a stealth trip to Trey Parker and Matt Stone's Denver-area restaurant to protest working conditions. ""I’ve been grabbed sexually 20-plus times,"" Gorilla performer says.",REAL
"Are Audiences Getting Tired of the Minions?. ""Minions & Monsters"" had the lowest opening for the ""Despicable Me"" franchise with just $61.4 million domestic over the 5-day weekend.",REAL
"Yungblud Receives Support From SZA, Alyssa Milano, More After Opening Up About 'Industry Plant' Discourse. Yungblud shared a vulnerable post about his recent struggles as an artist and was greeted with support from SZA, Anthrax’s Scott Ian, and more.",REAL
"Bad Bunny Wore Little Heels in Paris for Couture Week - thecut.com. Bad Bunny attended the Schiaparelli Couture Show in Paris in a custom butter-yellow suit, paired with heeled cowboy boots, a gold braid tie, hoop earrings, and brooches that represent his past albums.",REAL
Explaining The Daemon-Dragon ‘Plot Hole’ In ‘House Of The Dragon’ Episode 3. Fans believe there was a plot hole in House of the Dragon season 3 episode 3 involving Daemon and a dragon.,REAL
"All 35 Guitarists Who Ever Played in Bob Dylan’s Band. From T Bone Burnett to Larry Campbell, all the guitarists who've toured with Bob Dylan and his band.",REAL
